Course_Original,Course_Number,Section,Title,Quarter,Year,Day and Time,Instructor,Total Enrollment after  Phase 1,Seats Available after Phase 1,Phase 1 Price,Total Enrollment after  Phase 2,Seats Available after Phase 2,Phase 2 Price,Total Enrollment after  Phase 25,Seats Available after Phase 25,Phase 25 Price,Total Enrollment after  Phase 1 New Students,Seats Available after Phase 1 New Students,Phase 1 New Students Price,Total Enrollment after  Phase 2 New Students,Seats Available after Phase 2 New Students,Phase 2 New Students Price,Total Enrollment after  Phase 3,Seats Available after Phase 3,Phase 3 Price
33610-60,33610,60,Applied Economics Workshop,Autumn,2024,"Wednesday, 01:20 pm - 02:50 pm","Prendergast, Canice; Wollmann, Thomas",4.0,26,0.0,5.0,25,0.0,,,,5.0,25,0.0,5.0,25,0.0,9.0,21,0.0
33630-60,33630,60,Workshop: Money and Banking,Autumn,2024,"Wednesday, 03:30 pm - 05:00 pm","Staff, Staff",0.0,30,0.0,0.0,30,0.0,,,,0.0,30,0.0,0.0,30,0.0,1.0,29,0.0
33650-60,33650,60,Workshop in Macro and International Economics,Autumn,2024,"Monday, 12:00 pm - 01:15 pm","Huber, Kilian",0.0,30,0.0,0.0,30,0.0,,,,0.0,30,0.0,0.0,30,0.0,2.0,28,0.0
33903-50,33903,50,Microeconomics Reading and Research Seminar,Autumn,2024,"Monday, 04:30 pm - 06:00 pm","Budish, Eric; Notowidigdo, Matthew; Zwick, Eric",1.0,21,0.0,3.0,19,0.0,,,,3.0,19,0.0,3.0,19,0.0,4.0,18,0.0
33914-50,33914,50,Topics in Information Economics,Autumn,2024,"Tuesday, 09:00 am - 12:00 pm","Kamenica, Emir",2.0,33,0.0,2.0,33,0.0,,,,2.0,33,0.0,2.0,33,0.0,3.0,32,0.0
33921-50,33921,50,Advanced Industrial Organization I,Autumn,2024,"Thursday, 08:30 am - 11:30 am","Syverson, Chad",4.0,31,0.0,4.0,31,0.0,,,,5.0,30,0.0,5.0,30,0.0,8.0,27,0.0
33946-50,33946,50,International Macroeconomics and Trade,Autumn,2024,"Wednesday, 08:30 am - 11:30 am","Adao, Rodrigo",3.0,19,0.0,3.0,19,0.0,,,,3.0,19,0.0,3.0,19,0.0,3.0,19,0.0
34101-01,34101,01,Entrepreneurial Finance and Private Equity,Autumn,2024,"Monday,Wednesday, 10:10 am - 11:30 am","Kaplan, Steven",70.0,CLO,13804.0,70.0,CLO,21499.0,,,,70.0,CLO,0.0,70.0,CLO,0.0,70.0,CLO,0.0
34101-02,34101,02,Entrepreneurial Finance and Private Equity,Autumn,2024,"Monday,Wednesday, 1:30 pm - 2:50 pm","Kaplan, Steven",70.0,CLO,0.0,70.0,CLO,0.0,,,,70.0,CLO,0.0,70.0,CLO,0.0,70.0,CLO,0.0
34101-81,34101,81,Entrepreneurial Finance and Private Equity,Autumn,2024,"Tuesday, 6:00 pm - 9:00 pm","Fasano, Jim",12.0,53,0.0,12.0,53,0.0,,,,12.0,53,0.0,12.0,53,0.0,19.0,46,0.0
34102-01,34102,01,New Venture Strategy,Autumn,2024,"Wednesday, 01:30 pm - 04:30 pm","Bunch, Gregory",30.0,35,0.0,36.0,29,0.0,,,,65.0,CLO,1200.0,65.0,CLO,1.0,60.0,5,0.0
34103-01,34103,01,Building the New Venture,Autumn,2024,"Tuesday, 8:30 am - 11:30 am","Metcalf, Scott",14.0,31,0.0,17.0,28,0.0,,,,27.0,18,0.0,35.0,10,0.0,30.0,15,0.0
34106-01,34106,01,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Autumn,2024,"Thursday, 01:30 pm - 04:30 pm","Meadow, Scott",55.0,CLO,7012.0,55.0,CLO,12251.0,,,,55.0,CLO,0.0,55.0,CLO,0.0,55.0,CLO,8146.0
34106-81,34106,81,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Autumn,2024,"Wednesday, 6:00 pm - 9:00 pm","Meadow, Scott",55.0,CLO,3000.0,54.0,1,0.0,,,,55.0,CLO,2773.0,54.0,1,0.0,55.0,CLO,8000.0
34111-01,34111,01,Entrepreneurial Selling,Autumn,2024,"Monday, 01:30 pm - 04:30 pm","Alter, Michael",18.0,47,0.0,21.0,44,0.0,,,,65.0,CLO,10.0,60.0,5,0.0,57.0,8,0.0
34111-85,34111,85,Entrepreneurial Selling,Autumn,2024,"Saturday, 9:00 am - 12:00 pm","Alter, Michael",51.0,14,0.0,53.0,12,0.0,,,,56.0,9,0.0,56.0,9,0.0,59.0,6,0.0
34208-01,34208,01,Outperform & Outlast: Operating and Investing in Closely Held Businesses,Autumn,2024,"Monday,Wednesday, 8:30 am - 9:50 am","Shah, Jamie",33.0,32,0.0,36.0,29,0.0,,,,42.0,23,0.0,43.0,22,0.0,44.0,21,0.0
34210-01,34210,01,Entrepreneurship in Healthcare and Life Sciences,Autumn,2024,"Monday, 05:00 pm - 08:00 pm","Coe, Brian",24.0,15,0.0,24.0,15,0.0,,,,55.0,4,0.0,55.0,4,0.0,54.0,5,0.0
34220-85,34220,85,Advanced New Venture Strategy Workshop,Autumn,2024,"Saturday, 1:30 pm - 4:30 pm","Schrager, James",40.0,CLO,3000.0,40.0,CLO,5845.0,,,,40.0,CLO,0.0,40.0,CLO,0.0,40.0,CLO,0.0
34302-01,34302,01,Entrepreneurship through Acquisition,Autumn,2024,"Tuesday, 01:30 pm - 04:30 pm","Burns, Keith; Curry, Michael",65.0,CLO,2500.0,65.0,CLO,7500.0,,,,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,0.0
34305-01,34305,01,Private Equity Transactions,Autumn,2024,"Thursday, 3:00 pm - 6:00 pm","Ritchie, Stephen",30.0,CLO,1000.0,30.0,CLO,7500.0,,,,30.0,CLO,0.0,30.0,CLO,0.0,30.0,CLO,3207.0
34705-01,34705,01,Entrepreneurial Discovery,Autumn,2024,"Monday, 01:30 pm - 04:30 pm","Tebbe, Mark",8.0,52,0.0,9.0,51,0.0,,,,56.0,4,0.0,60.0,CLO,500.0,57.0,3,0.0
34705-02,34705,02,Entrepreneurial Discovery,Autumn,2024,"Wednesday, 01:30 pm - 04:30 pm","Tebbe, Mark",9.0,51,0.0,9.0,51,0.0,,,,60.0,CLO,42.0,57.0,3,0.0,55.0,5,0.0
34901-50,34901,50,Asset Pricing I,Autumn,2024,"Monday,Wednesday, 8:30 am - 9:50 am","Hansen, Lars; Heaton, John",9.0,26,0.0,9.0,26,0.0,,,,14.0,21,0.0,16.0,19,0.0,12.0,23,0.0
34903-50,34903,50,Corporate Finance I,Autumn,2024,"Monday, 03:00 pm - 06:00 pm","Diamond, Douglas",2.0,33,0.0,2.0,33,0.0,,,,2.0,33,0.0,2.0,33,0.0,2.0,33,0.0
35000-01,35000,01,Investments,Autumn,2024,"Thursday, 08:30 am - 11:30 am","Zhang, Anthony",35.0,30,0.0,36.0,29,0.0,,,,38.0,27,0.0,38.0,27,0.0,43.0,22,0.0
35000-02,35000,02,Investments,Autumn,2024,"Thursday, 01:30 pm - 04:30 pm","Zhang, Anthony",26.0,39,0.0,29.0,36,0.0,,,,36.0,29,0.0,39.0,26,0.0,38.0,27,0.0
35000-03,35000,03,Investments,Autumn,2024,"Monday, 08:30 am - 11:30 am","Dew-Becker, Ian",34.0,31,0.0,33.0,32,0.0,,,,45.0,20,0.0,51.0,14,0.0,56.0,9,0.0
35000-81,35000,81,Investments,Autumn,2024,"Monday, 6:00 pm - 9:00 pm","Carlin, Bruce",32.0,33,0.0,34.0,31,0.0,,,,37.0,28,0.0,36.0,29,0.0,61.0,4,0.0
35001-01,35001,01,Introductory Finance,Autumn,2024,"Thursday, 08:30 am - 11:30 am","Constantinides, George",23.0,42,0.0,25.0,40,0.0,,,,33.0,32,0.0,32.0,33,0.0,30.0,35,0.0
35001-81,35001,81,Introductory Finance,Autumn,2024,"Thursday, 6:00 pm - 9:00 pm","Constantinides, George",17.0,48,0.0,15.0,50,0.0,,,,16.0,49,0.0,16.0,49,0.0,19.0,46,0.0
35001-85,35001,85,Introductory Finance,Autumn,2024,"Saturday, 9:00 am - 12:00 pm","Constantinides, George",19.0,46,0.0,23.0,42,0.0,,,,25.0,40,0.0,25.0,40,0.0,24.0,41,0.0
35136-01,35136,01,Blockchains and Decentralized Finance,Autumn,2024,"Wednesday, 01:30 pm - 04:30 pm","Zhang, Anthony",24.0,41,0.0,19.0,46,0.0,,,,31.0,34,0.0,41.0,24,0.0,39.0,26,0.0
35200-01,35200,01,Corporation Finance,Autumn,2024,"Monday, 08:30 am - 11:30 am","Sarto, Andres",14.0,51,0.0,21.0,44,0.0,,,,27.0,38,0.0,28.0,37,0.0,32.0,33,0.0
35200-02,35200,02,Corporation Finance,Autumn,2024,"Tuesday, 08:30 am - 11:30 am","Sarto, Andres",65.0,CLO,1.0,65.0,CLO,3115.0,,,,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,500.0
35200-81,35200,81,Corporation Finance,Autumn,2024,"Monday, 6:00 pm - 9:00 pm","Sarto, Andres",30.0,35,0.0,32.0,33,0.0,,,,31.0,34,0.0,31.0,34,0.0,51.0,14,0.0
35201-01,35201,01,Cases in Financial Management,Autumn,2024,"Tuesday, 08:30 am - 11:30 am","Born, Laura",65.0,CLO,5506.0,65.0,CLO,11385.0,,,,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,0.0
35201-81,35201,81,Cases in Financial Management,Autumn,2024,"Tuesday, 6:00 pm - 9:00 pm","Born, Laura",35.0,30,0.0,41.0,24,0.0,,,,41.0,24,0.0,41.0,24,0.0,65.0,CLO,401.0
35215-01,35215,01,Behavioral and Institutional Finance,Autumn,2024,"Thursday, 01:30 pm - 04:30 pm","Vishny, Robert",37.0,28,0.0,40.0,25,0.0,,,,65.0,CLO,2268.0,65.0,CLO,1100.0,65.0,CLO,4500.0
35215-85,35215,85,Behavioral and Institutional Finance,Autumn,2024,"Saturday, 1:30 pm - 4:30 pm","Vishny, Robert",50.0,15,0.0,48.0,17,0.0,,,,49.0,16,0.0,49.0,16,0.0,54.0,11,0.0
35222-01,35222,01,Corporate Governance and Activism - Board and Director Roles in Critical Decisions,Autumn,2024,"Thursday, 01:30 pm - 04:30 pm","Adrianopoli, Carlin; Hessler, Stephen; Schriesheim, Robert",42.0,23,0.0,42.0,23,0.0,,,,65.0,CLO,124.0,64.0,1,0.0,60.0,5,0.0
35600-60,35600,60,Seminar: Finance,Autumn,2024,"Tuesday, 01:20 pm - 02:50 pm","Nelson, Scott; Selgrad, Julia",2.0,28,0.0,2.0,28,0.0,,,,2.0,28,0.0,2.0,28,0.0,5.0,25,0.0
35601-60,35601,60,Applied Theory Workshop,Autumn,2024,"Tuesday, 03:30 pm - 05:00 pm","Staff, Staff",1.0,29,0.0,2.0,28,0.0,,,,2.0,28,0.0,2.0,28,0.0,3.0,27,0.0
35930-01,35930,01,Research Seminar,Autumn,2024,"Wednesday, 10:30 am - 11:50 am","Vavra, Joseph",0.0,65,0.0,0.0,65,0.0,,,,0.0,65,0.0,0.0,65,0.0,0.0,65,0.0
35930-50,35930,50,Research Seminar,Autumn,2024,"Tuesday, 08:30 am - 11:30 am","Nagel, Stefan; Noel, Pascal; Zhang, Anthony",0.0,22,0.0,0.0,22,0.0,,,,0.0,22,0.0,0.0,22,0.0,1.0,21,0.0
36106-01,36106,01,Managerial Decision Modeling,Autumn,2024,"Thursday, 08:30 am - 11:30 am","Gupta, Varun",22.0,23,0.0,22.0,23,0.0,,,,27.0,18,0.0,31.0,14,0.0,31.0,14,0.0
36106-02,36106,02,Managerial Decision Modeling,Autumn,2024,"Thursday, 01:30 pm - 04:30 pm","Gupta, Varun",17.0,28,0.0,17.0,28,0.0,,,,41.0,4,0.0,40.0,5,0.0,34.0,11,0.0
36106-85,36106,85,Managerial Decision Modeling,Autumn,2024,"Saturday, 9:00 am - 12:00 pm","Gupta, Varun",39.0,6,0.0,37.0,8,0.0,,,,41.0,4,0.0,42.0,3,0.0,45.0,CLO,11257.0
36110-01,36110,01,Application Development,Autumn,2024,"Wednesday, 05:00 pm - 08:00 pm","Betina, Raghu",27.0,3,0.0,30.0,CLO,1649.0,,,,30.0,CLO,0.0,30.0,CLO,0.0,30.0,CLO,10001.0
36110-85,36110,85,Application Development,Autumn,2024,"Saturday, 9:00 am - 12:00 pm","Betina, Raghu",10.0,20,0.0,9.0,21,0.0,,,,9.0,21,0.0,10.0,20,0.0,17.0,13,0.0
36600-60,36600,60,Workshop in Operations/Management Science,Autumn,2024,"Tuesday, 12:10 pm - 01:10 pm","DeValve, Levi; Han, X.Y.",4.0,26,0.0,4.0,26,0.0,,,,4.0,26,0.0,4.0,26,0.0,5.0,25,0.0
37000-01,37000,01,Marketing Strategy,Autumn,2024,"Wednesday, 01:30 pm - 04:30 pm","Strulov-Shlain, Avner",18.0,47,0.0,21.0,44,0.0,,,,65.0,CLO,0.0,65.0,CLO,0.0,62.0,3,0.0
37000-02,37000,02,Marketing Strategy,Autumn,2024,"Thursday, 08:30 am - 11:30 am","Strulov-Shlain, Avner",7.0,58,0.0,3.0,62,0.0,,,,36.0,29,0.0,43.0,22,0.0,37.0,28,0.0
37000-03,37000,03,Marketing Strategy,Autumn,2024,"Thursday, 01:30 pm - 04:30 pm","Strulov-Shlain, Avner",4.0,61,0.0,3.0,62,0.0,,,,46.0,19,0.0,45.0,20,0.0,45.0,20,0.0
37000-04,37000,04,Marketing Strategy,Autumn,2024,"Wednesday, 08:30 am - 11:30 am","Kraft, Andreas",15.0,50,0.0,17.0,48,0.0,,,,65.0,CLO,490.0,65.0,CLO,11.0,60.0,5,0.0
37000-81,37000,81,Marketing Strategy,Autumn,2024,"Wednesday, 6:00 pm - 9:00 pm","Kraft, Andreas",7.0,58,0.0,8.0,57,0.0,,,,12.0,53,0.0,10.0,55,0.0,15.0,50,0.0
37105-81,37105,81,Data Science for Marketing Decision Making,Autumn,2024,"Thursday, 6:00 pm - 9:00 pm","Compiani, Giovanni",19.0,46,0.0,28.0,37,0.0,,,,29.0,36,0.0,29.0,36,0.0,29.0,36,0.0
37110-01,37110,01,Marketing Strategy (with Sustainability Simulation),Autumn,2024,"Monday, 08:30 am - 11:30 am","Chintagunta, Pradeep",10.0,55,0.0,11.0,54,0.0,,,,64.0,1,0.0,65.0,CLO,101.0,62.0,3,0.0
37200-01,37200,01,New Products and Services,Autumn,2024,"Wednesday, 08:30 am - 11:30 am","Middlebrooks, Arthur",29.0,26,0.0,29.0,26,0.0,,,,55.0,CLO,1625.0,55.0,CLO,599.0,55.0,CLO,4507.0
37200-02,37200,02,New Products and Services,Autumn,2024,"Thursday, 08:30 am - 11:30 am","Middlebrooks, Arthur",11.0,44,0.0,12.0,43,0.0,,,,54.0,1,0.0,55.0,CLO,200.0,55.0,CLO,100.0
37200-81,37200,81,New Products and Services,Autumn,2024,"Wednesday, 6:00 pm - 9:00 pm","Middlebrooks, Arthur",27.0,28,0.0,32.0,23,0.0,,,,34.0,21,0.0,34.0,21,0.0,43.0,12,0.0
37301-81,37301,81,Digital Marketing,Autumn,2024,"Friday, 6:00 pm - 9:00 pm","Mohan, Lil",43.0,22,0.0,48.0,17,0.0,,,,50.0,15,0.0,51.0,14,0.0,49.0,16,0.0
37601-60,37601,60,Marketing Workshop,Autumn,2024,"Tuesday, 10:40 am - 12:00 pm","Shapiro, Bradley; Sussman, Abigail",4.0,26,0.0,4.0,26,0.0,,,,4.0,26,0.0,4.0,26,0.0,8.0,22,0.0
37902-50,37902,50,Foundations of Advanced Quantitative Marketing,Autumn,2024,"Monday, 05:00 pm - 08:00 pm","Chintagunta, Pradeep",0.0,20,0.0,0.0,20,0.0,,,,1.0,19,0.0,2.0,18,0.0,3.0,17,0.0
37909-50,37909,50,Cognitive Underpinnings of Decisions,Autumn,2024,"Tuesday, 01:00 pm - 02:00 pm","Bartels, Daniel",1.0,64,0.0,2.0,63,0.0,,,,5.0,60,0.0,5.0,60,0.0,6.0,59,0.0
38001-01,38001,01,Managing in Organizations,Autumn,2024,"Monday, 01:30 pm - 04:30 pm","McGill, Ann",30.0,35,0.0,37.0,28,0.0,,,,65.0,CLO,202.0,65.0,CLO,502.0,65.0,CLO,1456.0
38001-02,38001,02,Managing in Organizations,Autumn,2024,"Tuesday, 01:30 pm - 04:30 pm","McGill, Ann",35.0,30,0.0,37.0,28,0.0,,,,65.0,CLO,1400.0,65.0,CLO,251.0,65.0,CLO,900.0
38001-81,38001,81,Managing in Organizations,Autumn,2024,"Wednesday, 6:00 pm - 9:00 pm","McGill, Ann",26.0,39,0.0,27.0,38,0.0,,,,32.0,33,0.0,32.0,33,0.0,61.0,4,0.0
38002-01,38002,01,Managerial Decision Making,Autumn,2024,"Thursday, 08:30 am - 11:30 am","Hastie, Reid",22.0,43,0.0,27.0,38,0.0,,,,38.0,27,0.0,36.0,29,0.0,30.0,35,0.0
38002-02,38002,02,Managerial Decision Making,Autumn,2024,"Thursday, 01:30 pm - 04:30 pm","Hastie, Reid",30.0,35,0.0,32.0,33,0.0,,,,40.0,25,0.0,40.0,25,0.0,41.0,24,0.0
38002-85,38002,85,Managerial Decision Making,Autumn,2024,"Saturday, 1:30 pm - 4:30 pm","Hastie, Reid",24.0,41,0.0,22.0,43,0.0,,,,24.0,41,0.0,25.0,40,0.0,23.0,42,0.0
38003-01,38003,01,Power and Influence in Organizations,Autumn,2024,"Tuesday, 03:00 pm - 06:00 pm","Nussbaum, A.",23.0,42,0.0,23.0,42,0.0,,,,57.0,8,0.0,65.0,CLO,1.0,52.0,13,0.0
38003-02,38003,02,Power and Influence in Organizations,Autumn,2024,"Wednesday, 1:30 pm - 4:30 pm","Nussbaum, A.",36.0,29,0.0,38.0,27,0.0,,,,65.0,CLO,37.0,64.0,1,0.0,64.0,1,0.0
38003-81,38003,81,Power and Influence in Organizations,Autumn,2024,"Wednesday, 6:00 pm - 9:00 pm","Nussbaum, A.",28.0,37,0.0,28.0,37,0.0,,,,29.0,36,0.0,30.0,35,0.0,26.0,39,0.0
38101-81,38101,81,Persuasion: Effective Business Communication,Autumn,2024,"Tuesday, 6:00 pm - 9:00 pm","Weitzman, Hal",36.0,CLO,1000.0,36.0,CLO,6000.0,,,,36.0,CLO,0.0,36.0,CLO,0.0,36.0,CLO,1.0
38103-01,38103,01,Strategies and Processes of Negotiation,Autumn,2024,"Thursday, 8:30 am - 11:30 am","Dean, Joshua",55.0,CLO,3214.0,55.0,CLO,8299.0,,,,55.0,CLO,0.0,55.0,CLO,0.0,55.0,CLO,4200.0
38103-02,38103,02,Strategies and Processes of Negotiation,Autumn,2024,"Thursday, 1:30 pm - 4:30 pm","Dean, Joshua",55.0,CLO,200.0,55.0,CLO,3800.0,,,,55.0,CLO,0.0,55.0,CLO,0.0,55.0,CLO,0.0
38103-81,38103,81,Strategies and Processes of Negotiation,Autumn,2024,"Thursday, 6:00 pm - 9:00 pm","Dean, Joshua",55.0,CLO,1.0,55.0,CLO,163.0,,,,55.0,CLO,0.0,55.0,CLO,0.0,55.0,CLO,567.0
38126-01,38126,01,Culture (And Why It Matters),Autumn,2024,"Wednesday, 8:30 am - 11:30 am","Talhelm, Thomas",30.0,25,0.0,30.0,25,0.0,,,,65.0,CLO,1.0,65.0,CLO,0.0,64.0,1,0.0
38126-02,38126,02,Culture (And Why It Matters),Autumn,2024,"Wednesday, 01:30 pm - 04:30 pm","Talhelm, Thomas",47.0,8,0.0,53.0,2,0.0,,,,60.0,5,0.0,65.0,CLO,1200.0,62.0,3,0.0
38126-81,38126,81,Culture (And Why It Matters),Autumn,2024,"Thursday, 6:00 pm - 9:00 pm","Talhelm, Thomas",19.0,36,0.0,22.0,33,0.0,,,,26.0,29,0.0,26.0,29,0.0,30.0,25,0.0
38601-60,38601,60,Workshop in Behavioral Science,Autumn,2024,"Monday, 10:10 am - 11:30 am","Dean, Joshua; Fishbach, Ayelet",6.0,24,0.0,7.0,23,0.0,,,,8.0,22,0.0,8.0,22,0.0,11.0,19,0.0
38913-50,38913,50,Foundations of Judgment and Decision Making,Autumn,2024,"Wednesday, 1:30 pm - 4:30 pm","Hastie, Reid; Wu, George",6.0,13,0.0,7.0,12,0.0,,,,12.0,7,0.0,12.0,7,0.0,13.0,6,0.0
38916-50,38916,50,Behavioral Economics - Development & Observational Data,Autumn,2024,"Tuesday, 01:30 pm - 04:30 pm","Dean, Joshua; Pope, Devin",1.0,34,0.0,1.0,34,0.0,,,,1.0,34,0.0,1.0,34,0.0,3.0,32,0.0
39101-01,39101,01,Technology Strategy,Autumn,2024,"Monday, 08:30 am - 11:30 am","Knez, Marc",47.0,18,0.0,50.0,15,0.0,,,,65.0,CLO,2021.0,65.0,CLO,1311.0,63.0,2,0.0
39101-81,39101,81,Technology Strategy,Autumn,2024,"Monday, 6:00 pm - 9:00 pm","Knez, Marc",31.0,34,0.0,31.0,34,0.0,,,,32.0,33,0.0,32.0,33,0.0,55.0,10,0.0
40000-01,40000,01,Operations Management: Business Process Fundamentals,Autumn,2024,"Thursday, 08:30 am - 11:30 am","Caldentey, Rene",50.0,15,0.0,57.0,8,0.0,,,,65.0,CLO,343.0,65.0,CLO,1704.0,64.0,1,0.0
40000-81,40000,81,Operations Management: Business Process Fundamentals,Autumn,2024,"Thursday, 6:00 pm - 9:00 pm","Caldentey, Rene",37.0,28,0.0,34.0,31,0.0,,,,38.0,27,0.0,38.0,27,0.0,41.0,24,0.0
40101-01,40101,01,Supply Chain Strategy and Practice,Autumn,2024,"Monday, 01:30 pm - 04:30 pm","DeHoratius, Nicole",65.0,CLO,2665.0,65.0,CLO,8850.0,,,,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,3500.0
40101-81,40101,81,Supply Chain Strategy and Practice,Autumn,2024,"Monday, 6:00 pm - 9:00 pm","DeHoratius, Nicole",45.0,20,0.0,47.0,18,0.0,,,,50.0,15,0.0,49.0,16,0.0,65.0,CLO,459.0
40911-50,40911,50,Queueing Models for Service Operations Management,Autumn,2024,"Monday, 1:30 pm - 2:50 pm","Ward, Amy",2.0,18,0.0,2.0,18,0.0,,,,2.0,18,0.0,2.0,18,0.0,3.0,17,0.0
41000-01,41000,01,Business Statistics,Autumn,2024,"Monday, 01:30 pm - 04:30 pm","Kaji, Tetsuya",7.0,58,0.0,7.0,58,0.0,,,,65.0,CLO,2351.0,65.0,CLO,2471.0,65.0,CLO,1958.0
41000-02,41000,02,Business Statistics,Autumn,2024,"Monday, 05:00 pm - 08:00 pm","Kaji, Tetsuya",2.0,63,0.0,3.0,62,0.0,,,,65.0,CLO,0.0,65.0,CLO,1999.0,65.0,CLO,0.0
41000-03,41000,03,Business Statistics,Autumn,2024,"Wednesday, 08:30 am - 11:30 am","Polson, Nicholas",6.0,59,0.0,6.0,59,0.0,,,,65.0,CLO,2003.0,65.0,CLO,4000.0,65.0,CLO,0.0
41000-04,41000,04,Business Statistics,Autumn,2024,"Thursday, 08:30 am - 11:30 am","Aragam, Bryon",16.0,49,0.0,16.0,49,0.0,,,,65.0,CLO,2257.0,65.0,CLO,3296.0,65.0,CLO,7990.0
41000-05,41000,05,Business Statistics,Autumn,2024,"Friday, 08:30 am - 11:30 am","Aragam, Bryon",1.0,64,0.0,0.0,65,0.0,,,,65.0,CLO,0.0,65.0,CLO,339.0,65.0,CLO,1003.0
41000-81,41000,81,Business Statistics,Autumn,2024,"Wednesday, 6:00 pm - 9:00 pm","Aragam, Bryon",16.0,49,0.0,16.0,49,0.0,,,,34.0,31,0.0,31.0,34,0.0,55.0,10,0.0
41000-85,41000,85,Business Statistics,Autumn,2024,"Saturday, 9:00 am - 12:00 pm","Polson, Nicholas",9.0,56,0.0,6.0,59,0.0,,,,13.0,52,0.0,9.0,56,0.0,13.0,52,0.0
41100-01,41100,01,Applied Regression Analysis,Autumn,2024,"Wednesday, 01:30 pm - 04:30 pm","Toulis (Panos), Panagiotis",18.0,47,0.0,18.0,47,0.0,,,,65.0,CLO,2061.0,65.0,CLO,6000.0,65.0,CLO,4500.0
41100-02,41100,02,Applied Regression Analysis,Autumn,2024,"Wednesday, 05:30 pm - 08:30 pm","Toulis (Panos), Panagiotis",5.0,60,0.0,4.0,61,0.0,,,,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,2678.0
41600-60,41600,60,Econometrics and Statistics Colloquium,Autumn,2024,"Thursday, 01:20 pm - 02:30 pm","Aragam, Bryon; Deb, Nabarun",9.0,21,0.0,9.0,21,0.0,,,,9.0,21,0.0,9.0,21,0.0,11.0,19,0.0
41901-50,41901,50,Probability and Statistics,Autumn,2024,"Friday, 01:30 pm - 04:30 pm","Kaji, Tetsuya",0.0,65,0.0,0.0,65,0.0,,,,8.0,57,0.0,12.0,53,0.0,12.0,53,0.0
41916-50,41916,50,"Bayes, AI and Deep Learning ",Autumn,2024,"Thursday, 08:30 am - 11:30 am","Polson, Nicholas",10.0,12,0.0,11.0,11,0.0,,,,16.0,6,0.0,17.0,5,0.0,21.0,1,0.0
42001-01,42001,01,Competitive Strategy,Autumn,2024,"Tuesday, 01:30 pm - 04:30 pm","Wollmann, Thomas",57.0,8,0.0,57.0,8,0.0,,,,65.0,CLO,4025.0,65.0,CLO,6318.0,65.0,CLO,1500.0
42001-02,42001,02,Competitive Strategy,Autumn,2024,"Wednesday, 08:30 am - 11:30 am","Wollmann, Thomas",47.0,18,0.0,51.0,14,0.0,,,,65.0,CLO,4555.0,65.0,CLO,4120.0,65.0,CLO,517.0
42001-03,42001,03,Competitive Strategy,Autumn,2024,"Monday, 05:00 pm - 08:00 pm","Fitzgerald, Kathleen",1.0,64,0.0,3.0,62,0.0,,,,58.0,7,0.0,35.0,30,0.0,29.0,36,0.0
42001-04,42001,04,Competitive Strategy,Autumn,2024,"Tuesday, 08:30 am - 11:30 am","Fitzgerald, Kathleen",8.0,57,0.0,8.0,57,0.0,,,,50.0,15,0.0,65.0,CLO,1.0,65.0,CLO,2000.0
42001-81,42001,81,Competitive Strategy,Autumn,2024,"Tuesday, 6:00 pm - 9:00 pm","Wollmann, Thomas",65.0,CLO,1418.0,65.0,CLO,2864.0,,,,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,5000.0
42001-82,42001,82,Competitive Strategy,Autumn,2024,"Wednesday, 6:00 pm - 9:00 pm","Covert, Thomas",12.0,53,0.0,13.0,52,0.0,,,,17.0,48,0.0,16.0,49,0.0,14.0,51,0.0
42001-85,42001,85,Competitive Strategy,Autumn,2024,"Saturday, 1:30 pm - 4:30 pm","Covert, Thomas",40.0,25,0.0,42.0,23,0.0,,,,46.0,19,0.0,45.0,20,0.0,41.0,24,0.0
42116-01,42116,01,Game Theory,Autumn,2024,"Monday, 01:30 pm - 04:30 pm","Kamenica, Emir",65.0,CLO,1634.0,65.0,CLO,4034.0,,,,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,7001.0
42116-81,42116,81,Game Theory,Autumn,2024,"Monday, 6:00 pm - 9:00 pm","Kamenica, Emir",59.0,6,0.0,59.0,6,0.0,,,,61.0,4,0.0,61.0,4,0.0,65.0,CLO,4000.0
42121-81,42121,81,Merger & Acquisition Strategy,Autumn,2024,"Wednesday, 6:00 pm - 9:00 pm","Morrissette, Stephen",70.0,CLO,12847.0,70.0,CLO,13500.0,,,,70.0,CLO,0.0,70.0,CLO,0.0,70.0,CLO,13777.0
42123-01,42123,01,"Reputation, Regulation and Communications – How Media Influences Business",Autumn,2024,"Tuesday, 01:30 pm - 04:30 pm","Rolnik, Guy",40.0,25,0.0,37.0,28,0.0,,,,51.0,14,0.0,55.0,10,0.0,48.0,17,0.0
42123-81,42123,81,"Reputation, Regulation and Communications – How Media Influences Business",Autumn,2024,"Tuesday, 6:00 pm - 9:00 pm","Rolnik, Guy",22.0,43,0.0,22.0,43,0.0,,,,24.0,41,0.0,23.0,42,0.0,20.0,45,0.0
